[0.001] [INFO ] [Game] (Game.cpp:37 in initialize) Logger online
[1.422] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.422] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.423] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.423] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.423] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.424] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.424] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.424] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.425] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.425] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.426] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.426] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.427] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.427] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.427] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.427] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.428] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.429] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.429] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.429] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.429] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.430] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.430] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.430] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.430] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.431] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.431] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.431] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.432] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.432] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.432] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.433] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.433] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.433] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.433] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.434] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.434] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.434] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.435] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.435] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.436] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.436] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.437] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.437] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.437] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.438] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.438] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.439] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.439] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.440] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.440] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.440] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.440] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.441] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.441] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.442] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.442] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.443] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.443] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.443] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.444] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.444] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.444] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.445] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.445] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.446] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.446] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.447] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.447] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.448] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.448] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.449] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.449] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.449] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.450] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.450] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.450] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.451] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.451] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.452] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.452] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.453] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.453] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.453] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.454] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.454] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.455] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.455] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.455] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.456] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.456] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.456] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.457] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.457] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.457] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.458] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.458] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.459] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.459] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.460] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.460] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.460] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.461] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.461] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.462] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.462] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.463] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.463] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.464] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.464] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.464] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.465] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.466] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.466] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.466] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.467] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.467] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.468] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.468] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.469] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.469] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.470] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.470] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.470] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.470] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.471] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.472] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.472] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.473] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.473] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.473] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.473] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.474] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.474] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.474] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.475] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.476] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.476] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.476] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.477] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.477] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.477] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.478] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.478] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.479] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.479] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.479] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.480] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.480] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.480] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.481] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.481] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.481] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.482] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.482] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.483] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.483] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.484] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.484] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.485] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.485] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.485] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.486] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.486] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.487] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.487] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.487] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.488] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.488] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.489] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.489] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.490] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.490] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.490] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.491] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.491] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.491] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.492] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.492] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.493] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.493] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.494] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.494] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.494] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.495] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.495] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.496] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.496] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.497] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.497] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.498] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.498] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.499] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.499] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.500] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.500] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.500] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.501] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.501] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.502] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.502] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.503] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.503] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.503] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.504] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.504] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.504] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.505] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.506] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.506] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.507] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.507] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.507] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.508] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.508] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.509] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.509] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.510] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.510] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.510] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.511] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.511] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.511] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.512] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.513] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.513] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.513] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.514] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.514] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.514] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.515] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.516] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.516] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.517] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.517] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.517] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.518] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.518] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.519] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.519] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.519] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.520] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.520] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.520] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.521] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.521] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.522] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.523] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.523] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.523] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.523] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.524] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.524] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.524] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.524] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.525] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.526] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.526] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.526] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.527] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.527] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.527] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.527] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.528] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.529] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.529] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.530] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.530] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.530] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.530] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.531] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.531] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.532] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.532] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.533] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.533] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.533] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.534] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.534] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.535] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.535] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.536] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.536] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.536] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.537] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.537] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.537] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.537] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.538] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.539] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.539] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.540] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.540] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.541] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.541] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.541] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.542] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.542] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.543] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.543] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.543] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.544] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[1.544] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
