[0.001] [INFO ] [Game] (Game.cpp:37 in initialize) Logger online
[12.425] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.425] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.426] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.426] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.427] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.427] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.427] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.428] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.428] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.429] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.429] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.430] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.430] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.431] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.431] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.431] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.432] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.433] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.433] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.433] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.434] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.434] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.435] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.435] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.435] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.436] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.436] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.437] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.437] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.437] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.438] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.438] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.439] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.439] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.440] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.440] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.440] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.441] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.441] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.441] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.442] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.442] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.443] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.443] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.444] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.444] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.445] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.445] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.446] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.447] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.447] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.447] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.447] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.448] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.449] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.449] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.450] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.450] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.451] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.451] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.451] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.451] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.452] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.453] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.453] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.453] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.454] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.454] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.454] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.455] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.455] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.456] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.456] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.456] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.457] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.457] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.458] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.458] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.459] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.459] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.460] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.460] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.460] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.461] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.461] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.462] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.462] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.462] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.463] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.463] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.464] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.464] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.465] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.465] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.465] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.466] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.466] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.467] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.467] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.468] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.468] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.468] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.469] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.469] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.470] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.470] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.471] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.471] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.471] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.471] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.472] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.472] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.473] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.473] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.474] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.474] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.475] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.475] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.475] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.476] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.476] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.477] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.477] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.478] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.478] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.479] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.479] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.480] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.480] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.480] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.481] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.481] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.481] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.482] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.483] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.483] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.484] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.484] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.485] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.485] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.485] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.486] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.486] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.487] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.487] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.487] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.488] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.489] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.489] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.490] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.490] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.490] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.491] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.491] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.491] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.492] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.492] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.493] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.493] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.494] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.494] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.494] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.495] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.496] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.496] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.496] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.497] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.497] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.497] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.498] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.498] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.499] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.499] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.499] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.500] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.500] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.501] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.501] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.501] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.502] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.503] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.503] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.503] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.504] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.504] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.504] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.505] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.505] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.506] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.506] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.507] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.507] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.507] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.508] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.508] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.509] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.509] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.510] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.510] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.510] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.511] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.511] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.512] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.512] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.513] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.513] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.513] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.514] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.514] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.514] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.516] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.516] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.517] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.517] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.517] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.518] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.518] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.519] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.519] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.520] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.520] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.521] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.521] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.521] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.522] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.522] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.523] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.523] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.524] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.524] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.525] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.525] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.525] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.526] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.526] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.527] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.527] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.528] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.528] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.529] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.529] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.530] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.530] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.530] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.531] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.531] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.531] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.532] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.533] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.533] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.533] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.534] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.534] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.535] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.535] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.535] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.536] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.537] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.537] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.537] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.538] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.538] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.539] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.539] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.540] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.540] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.541] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.541] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.541] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.542] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.543] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.543] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.544] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.544] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.544] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.544] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.545] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.545] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.546] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.546] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.546] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.547] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.547] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.547] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.547] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.548] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.548] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.549] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.549] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.550] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.550] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.550] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.551] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.551] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.552] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.552] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.553] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.553] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.554] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.554] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.554] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.555] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[12.555] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
